Wavelength (nm)	Intensity
210.005310	182.000000
210.019330	284.880000
210.033360	323.315000
210.047380	288.438000
210.061400	111.253000
210.075420	215.393000
210.089450	144.325000
210.103470	336.488000
210.117490	163.343000
210.131520	114.827000
210.145540	404.242000
210.159560	324.091000
210.173580	237.834000
210.187620	421.783000
210.201640	392.815000
210.215670	364.296000
210.229710	189.223000
210.243730	146.190000
210.257750	323.255000
210.271790	282.601000
210.285810	19.849100
210.299850	92.132700
210.313870	219.782000
210.327910	136.078000
210.341950	74.852900
210.355970	148.072000
210.370010	227.615000
210.384050	318.110000
210.398070	128.799000
210.412110	253.231000
210.426150	159.588000
210.440190	64.104500
210.454220	163.943000
210.468260	148.825000
210.482280	58.000700
210.496320	199.364000
210.510360	190.743000
210.524400	189.920000
210.538450	330.969000
210.552490	305.393000
210.566530	394.323000
210.580570	15.895600
210.594600	118.136000
210.608640	166.346000
210.622700	1.134030
210.636730	123.677000
210.650770	144.864000
210.664830	72.531400
210.678860	16.966300
210.692920	27.459000
210.706950	-0.505320
210.720990	6.339630
210.735050	95.700900
210.749100	264.839000
210.763140	-123.487000
210.777190	117.122000
210.791240	270.448000
210.805280	211.274000
210.819340	354.484000
210.833390	449.363000
210.847440	352.819000
210.861480	310.276000
210.875530	261.588000
210.889590	268.138000
210.903640	393.015000
210.917690	385.641000
210.931750	232.243000
210.945800	139.857000
210.959850	157.957000
210.973910	260.110000
210.987960	254.909000
211.002030	206.980000
211.016080	293.310000
211.030140	315.482000
211.044190	347.396000
211.058260	454.279000
211.072310	363.054000
211.086360	167.571000
211.100430	410.687000
211.114490	707.457000
211.128560	709.009000
211.142610	736.840000
211.156680	604.736000
211.170730	652.707000
211.184800	498.153000
211.198850	423.177000
211.212920	382.847000
211.226990	335.478000
211.241060	433.991000
211.255110	459.453000
211.269180	625.360000
211.283250	638.252000
211.297320	562.808000
211.311390	620.191000
211.325450	656.447000
211.339520	748.657000
211.353590	614.476000
211.367660	656.636000
211.381730	751.935000
211.395800	731.776000
211.409870	532.117000
211.423930	531.283000
211.438020	571.964000
211.452090	555.716000
211.466160	107.528000
211.480220	599.960000
211.494310	185.768000
211.508380	354.076000
211.522450	437.626000
211.536530	445.143000
211.550600	303.484000
211.564680	325.793000
211.578750	359.933000
211.592830	362.452000
211.606920	377.455000
211.620990	300.794000
211.635070	212.789000
211.649150	176.782000
211.663220	183.880000
211.677310	194.579000
211.691390	138.792000
211.705470	307.249000
211.719560	243.023000
211.733640	35.056700
211.747730	63.674300
211.761810	122.869000
211.775890	142.009000
211.789980	176.941000
211.804060	152.275000
211.818150	231.430000
211.832230	400.020000
211.846310	383.640000
211.860410	402.100000
211.874500	410.921000
211.888580	377.208000
211.902660	326.262000
211.916760	254.732000
211.930850	408.014000
211.944950	551.825000
211.959030	524.103000
211.973130	507.294000
211.987210	527.679000
212.001310	528.440000
212.015400	415.299000
212.029500	369.075000
212.043580	330.763000
212.057680	416.502000
212.071780	429.888000
212.085880	544.206000
212.099960	423.980000
212.114060	271.838000
212.128160	270.901000
212.142260	366.789000
212.156360	375.878000
212.170460	590.440000
212.184560	827.059000
212.198650	658.912000
212.212750	572.978000
212.226850	561.294000
212.240950	678.564000
212.255070	869.406000
212.269170	942.574000
212.283260	994.355000
212.297360	1132.950000
212.311480	1305.100000
212.325580	1309.150000
212.339680	1355.780000
212.353790	1163.010000
212.367890	1056.310000
212.382000	883.715000
212.396100	743.109000
212.410220	1053.210000
212.424320	1630.480000
212.438430	2271.570000
212.452550	2256.590000
212.466640	2137.250000
212.480760	2171.330000
212.494870	1839.030000
212.508970	1938.200000
212.523090	1675.260000
212.537200	1435.220000
212.551320	1839.530000
212.565430	1450.930000
212.579540	1048.130000
212.593660	765.025000
212.607770	710.958000
212.621890	615.311000
212.636000	374.606000
212.650120	520.048000
212.664230	597.331000
212.678360	510.796000
212.692470	608.745000
212.706590	891.539000
212.720700	726.452000
212.734830	728.642000
212.748950	887.540000
212.763060	1026.840000
212.777190	898.378000
212.791310	483.465000
212.805440	621.056000
212.819550	659.466000
212.833680	516.989000
212.847810	331.858000
212.861920	403.915000
212.876050	536.399000
212.890180	575.453000
212.904300	314.916000
212.918430	495.705000
212.932560	403.662000
212.946690	383.815000
212.960820	482.963000
212.974950	489.593000
212.989070	181.605000
213.003200	419.847000
213.017330	380.524000
213.031460	391.426000
213.045590	392.290000
213.059720	477.469000
213.073850	334.873000
213.087980	406.544000
213.102110	536.955000
213.116260	687.418000
213.130390	694.679000
213.144520	579.968000
213.158660	501.232000
213.172790	322.907000
213.186940	255.023000
213.201070	512.806000
213.215190	588.623000
213.229340	733.800000
213.243480	772.769000
213.257610	787.548000
213.271760	729.973000
213.285900	883.243000
213.300030	1400.620000
213.314180	1417.770000
213.328320	1466.570000
213.342470	1638.680000
213.356600	2411.870000
213.370740	2522.960000
213.384890	2171.140000
213.399030	2431.020000
213.413180	3815.610000
213.427320	4984.200000
213.441470	5574.460000
213.455610	5119.120000
213.469760	5040.270000
213.483920	5401.730000
213.498060	5192.670000
213.512210	4596.520000
213.526350	3889.470000
213.540510	3475.300000
213.554660	2853.860000
213.568800	2852.520000
213.582960	2958.230000
213.597110	2448.370000
213.611270	2844.380000
213.625410	2219.710000
213.639570	2159.180000
213.653720	2406.240000
213.667880	2667.520000
213.682020	1945.440000
213.696180	1891.620000
213.710340	1339.340000
213.724500	1375.720000
213.738650	1542.780000
213.752810	1634.150000
213.766970	2341.810000
213.781130	2502.630000
213.795290	2183.980000
213.809450	2194.600000
213.823610	2076.510000
213.837770	1846.330000
213.851930	1377.950000
213.866090	983.989000
213.880250	979.279000
213.894410	959.850000
213.908570	666.407000
213.922740	599.247000
213.936900	478.695000
213.951070	875.872000
213.965240	921.669000
213.979400	1118.150000
213.993560	905.281000
214.007740	882.565000
214.021900	670.653000
214.036070	584.030000
214.050230	717.015000
214.064410	897.316000
214.078580	1143.670000
214.092740	1039.920000
214.106920	652.527000
214.121090	356.140000
214.135250	514.166000
214.149430	727.359000
214.163600	1081.690000
214.177780	1186.540000
214.191960	985.915000
214.206130	709.766000
214.220310	743.936000
214.234480	763.047000
214.248660	379.492000
214.262830	399.507000
214.277010	309.983000
214.291180	434.917000
214.305360	487.891000
214.319550	260.601000
214.333720	229.417000
214.347900	338.867000
214.362080	335.044000
214.376270	466.533000
214.390440	448.540000
214.404630	321.176000
214.418810	314.735000
214.432980	443.780000
214.447170	429.865000
214.461360	346.818000
214.475540	502.293000
214.489730	472.354000
214.503910	425.475000
214.518100	580.471000
214.532290	485.313000
214.546480	540.161000
214.560670	470.364000
214.574840	367.320000
214.589040	255.099000
214.603230	183.337000
214.617420	265.257000
214.631610	391.279000
214.645800	553.556000
214.659990	622.843000
214.674180	502.815000
214.688370	559.411000
214.702580	588.049000
214.716770	620.149000
214.730960	749.712000
214.745150	1024.040000
214.759350	950.238000
214.773540	505.619000
214.787730	850.759000
214.801940	672.201000
214.816130	607.023000
214.830340	572.517000
214.844530	365.735000
214.858730	309.475000
214.872920	515.042000
214.887130	467.065000
214.901340	387.080000
214.915530	323.026000
214.929730	324.600000
214.943940	344.874000
214.958130	432.978000
214.972340	325.375000
214.986540	124.037000
215.000750	224.748000
215.014950	274.992000
215.029160	273.626000
215.043370	96.093400
215.057570	190.841000
215.071780	267.016000
215.085980	253.099000
215.100190	237.653000
215.114410	178.681000
215.128620	353.088000
215.142820	244.647000
215.157030	262.406000
215.171250	470.900000
215.185460	443.707000
215.199660	325.192000
215.213880	285.549000
215.228090	368.695000
215.242310	420.780000
215.256520	319.936000
215.270740	194.766000
215.284960	294.417000
215.299160	70.475800
215.313390	142.610000
215.327610	257.030000
215.341810	375.923000
215.356030	485.346000
215.370250	524.551000
215.384480	445.870000
215.398700	537.942000
215.412920	505.006000
215.427140	512.610000
215.441360	593.366000
215.455580	486.742000
215.469800	425.485000
215.484020	545.689000
215.498250	562.942000
215.512470	596.874000
215.526690	840.322000
215.540920	867.954000
215.555150	755.435000
215.569370	667.827000
215.583600	688.466000
215.597820	803.818000
215.612050	1056.330000
215.626280	1296.770000
215.640500	743.325000
215.654740	602.150000
215.668960	475.586000
215.683200	479.740000
215.697430	522.209000
215.711650	626.185000
215.725890	524.384000
215.740130	694.596000
215.754360	982.792000
215.768590	1200.160000
215.782820	1191.670000
215.797060	1479.320000
215.811290	1939.920000
215.825530	2066.740000
215.839770	1828.600000
215.854000	1722.480000
215.868240	1887.510000
215.882480	1612.560000
215.896710	1303.010000
215.910960	1090.400000
215.925200	950.976000
215.939440	813.839000
215.953670	630.616000
215.967930	542.425000
215.982160	463.959000
215.996400	475.876000
216.010650	353.218000
216.024890	416.390000
216.039140	524.245000
216.053380	480.702000
216.067630	399.965000
216.081880	423.895000
216.096120	705.447000
216.110370	859.155000
216.124620	731.605000
216.138850	629.910000
216.153110	838.892000
216.167360	841.793000
216.181610	783.281000
216.195860	735.213000
216.210110	756.578000
216.224370	979.587000
216.238620	859.644000
216.252870	567.695000
216.267120	489.139000
216.281370	424.738000
216.295620	269.590000
216.309880	306.056000
216.324130	258.260000
216.338390	152.793000
216.352650	266.848000
216.366900	245.023000
216.381160	387.394000
216.395420	475.381000
216.409680	758.541000
216.423930	769.006000
216.438190	561.288000
216.452450	600.523000
216.466720	707.848000
216.480970	624.053000
216.495240	448.404000
216.509510	415.118000
216.523760	477.264000
216.538020	493.399000
216.552290	367.912000
216.566560	435.722000
216.580830	431.452000
216.595080	500.388000
216.609340	460.985000
216.623610	278.963000
216.637880	71.678100
216.652150	193.206000
216.666430	113.047000
216.680690	154.906000
216.694960	215.138000
216.709230	181.847000
216.723500	320.166000
216.737760	426.654000
216.752040	350.681000
216.766310	209.012000
216.780590	127.847000
216.794860	117.790000
216.809130	173.142000
216.823410	290.398000
216.837680	292.652000
216.851960	318.223000
216.866240	231.308000
216.880510	267.884000
216.894790	594.916000
216.909070	648.130000
216.923340	526.189000
216.937620	351.731000
216.951900	536.384000
216.966190	540.746000
216.980470	462.120000
216.994740	711.170000
217.009020	524.064000
217.023300	313.189000
217.037580	557.212000
217.051880	336.916000
217.066160	323.621000
217.080440	354.652000
217.094730	563.952000
217.109010	738.503000
217.123290	908.701000
217.137590	996.897000
217.151870	765.213000
217.166150	852.469000
217.180450	727.892000
217.194730	506.062000
217.209030	448.708000
217.223310	457.285000
217.237610	379.906000
217.251890	396.598000
217.266190	321.652000
217.280470	161.881000
217.294770	544.135000
217.309070	302.262000
217.323360	563.039000
217.337650	551.243000
217.351940	374.431000
217.366240	308.170000
217.380540	577.237000
217.394840	596.938000
217.409130	672.869000
217.423430	555.901000
217.437730	509.957000
217.452030	364.627000
217.466320	233.709000
217.480620	259.668000
217.494930	385.822000
217.509230	354.955000
217.523530	283.354000
217.537830	354.039000
217.552140	239.762000
217.566440	212.908000
217.580730	201.712000
217.595050	205.688000
217.609340	252.789000
217.623660	239.563000
217.637950	355.032000
217.652270	427.423000
217.666580	418.078000
217.680880	569.581000
217.695190	549.938000
217.709500	588.770000
217.723820	476.087000
217.738110	407.506000
217.752430	467.711000
217.766740	441.949000
217.781050	634.925000
217.795360	664.856000
217.809680	350.495000
217.823990	353.324000
217.838300	318.464000
217.852620	447.754000
217.866930	540.823000
217.881260	839.093000
217.895570	491.586000
217.909880	528.785000
217.924190	328.296000
217.938520	454.250000
217.952840	606.403000
217.967150	804.656000
217.981480	617.565000
217.995790	516.978000
218.010120	509.654000
218.024430	657.748000
218.038760	661.516000
218.053090	713.164000
218.067400	624.216000
218.081730	391.004000
218.096050	237.710000
218.110370	397.937000
218.124690	715.142000
218.139020	1122.880000
218.153350	1041.090000
218.167680	873.104000
218.182010	771.829000
218.196330	681.400000
218.210660	624.046000
218.224990	564.838000
218.239320	644.447000
218.253650	635.407000
218.267970	640.438000
218.282320	550.779000
218.296650	432.731000
218.310970	498.567000
218.325300	538.342000
218.339650	657.405000
218.353970	640.153000
218.368320	370.124000
218.382640	241.619000
218.396990	403.982000
218.411320	216.632000
218.425660	265.315000
218.439990	229.135000
218.454330	139.020000
218.468670	157.179000
218.483000	207.164000
218.497340	221.010000
218.511690	197.423000
218.526030	349.467000
218.540370	500.391000
218.554720	566.420000
